Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
db_3a;14.79;21.44;64.5;5565;2750;600;0.75;320;0;0;0.1,480,0.5,380,1,280;-134480,268961;2;450,2370,2600;0;0;18,-15,16,-18
db_3a_china;14.79;21.44;64.5;5565;2750;600;0.75;320;0;0;0.1,480,0.5,380,1,280;-134480,268961;2;450,2370,2600;0;0;18,-15,16,-18
db_3b;14.79;21.44;64.5;5565;2750;600;0.75;320;0;0;0.1,480,0.5,380,1,280;-134480,268961;2;450,2370,2600;0;0;18,-15,16,-18
db_7;14.32;18.694;43.1813;5480;886;665;0.703;296;20;33;0.1,445,1,296;-131700,263400;2;550,2700,2800;0;0;16,-15.5,14.5,-13
dh_110;16.33;15.24;60.2;12660;4673;1195;1.1;407;0;33;0.2,648,0.33,407,1,324;-420000,780000;2;2750,8000,10000;0;0;19,-16,20,-15
do_17e_1;16.25;18;55;5127;839;640;0.7;450;20;33;0.1,520.4,1,320.4;-103005,206010;2;1500,1700,2600;0;0;16,-17.7,15,-15
do_17z_2;15.8;18;55;6031;1155;620;0.7;350;20;33;0.1,500,0.6,400,1,300;-103005,206010;2;1500,2500,2800;0;0;16,-17.7,15,-15
do_17z_7;15.8;18;55;6190;1825;620;0.7;350;20;33;0.1,500,0.6,400,1,300;-103005,206010;2;1500,2500,2800;0;0;16,-17.7,15,-15
do_217e_2;18.2;19;56.6;10024;2072;700;0.65;300;0;33;0.1,380,1,270;-314050,414050;2;450,2700,3100;0;0;15,-12,14.5,-14
do_217e_4;18.2;19;56.6;10024;2072;700;0.65;300;0;33;0.1,380,1,270;-314050,414050;2;450,2700,3100;0;0;15,-12,14.5,-14
do_217j_1;18.2;19;56.6;10127;2072;700;0.65;350;0;33;0.1,420,1,270;-314050,414050;2;450,2700,3100;0;0;15,-12,14.5,-14
do_217j_2;18.2;19;56.6;10127;2072;700;0.65;300;0;33;0.1,380,1,270;-314050,414050;2;450,2700,3100;0;0;15,-12,14.5,-14
do_217k_1;18.2;19;56.6;10043;2072;700;0.65;300;0;33;0.1,380,1,270;-314050,414050;2;600,2700,3000;0;0;15,-12,14.5,-14
do_217m_1;18.2;19;56.6;10279.5;2072;700;0.65;300;0;33;0.1,380,1,270;-451250,551250;2;500,2700,3200;140;0.0389;15,-12,14.5,-14
do_217n_1;18.2;19;56.6;10279.5;2072;700;0.65;300;0;33;0.1,380,1,270;-451250,551250;2;500,2700,3200;140;0.0389;15,-12,14.5,-14
do_217n_2;18.2;19;56.6;10279.5;2072;700;0.65;300;0;33;0.1,380,1,270;-451250,551250;2;500,2700,3200;140;0.0389;15,-12,14.5,-14
do_335a_0;13.85;13.8;38.5;7383;1860;945;0.85;285;0;33;0.1,450,0.5,340,1,280;-209689,419378;2;500,2700,2900;0;0;17,-14,13,-18
do_335a_1;13.85;13.8;38.5;7356;1500;945;0.85;285;0;33;0.1,450,0.5,340,1,280;-209689,419378;2;500,2700,2900;0;0;17,-14,13,-18
do_335b_2;13.85;13.8;38.5;8320;1150;945;0.85;285;0;33;0.1,450,0.5,340,1,280;-209689,419378;2;500,2700,2900;150;0.048;17,-14,13,-18
douglas_a_1h;11.6839;15.24;37.1612;6025;1036;797;0.78;680;20;33;0.1,378,1,252;-202026,418060;1;600,2901,3120;63;0.0875;15.2,-14.6,14,-15.3
douglas_ad_2;11.6839;15.24;37.1612;5132;1036;797;0.77;680;0;33;0.1,378,1,252;-156026,364060;1;600,2901,3120;63;0.0875;15.2,-14.6,14,-15.3
douglas_ad_4;11.6839;15.24;37.1612;5605;1036;797;0.77;680;20;33;0.1,378,1,252;-156026,364060;1;600,2901,3120;63;0.0875;15.2,-14.6,14,-15.3
douglas_ad_4_france;11.6839;15.24;37.1612;5605;1036;797;0.77;680;20;33;0.1,378,1,252;-156026,364060;1;600,2901,3120;63;0.0875;15.2,-14.6,14,-15.3
douglas_ad_4na_france;11.6839;15.24;37.1612;5605;1036;797;0.77;680;0;33;0.1,378,1,252;-156026,364060;1;600,2901,3120;63;0.0875;15.2,-14.6,14,-15.3
dummy_plane;9.12;11.23;19;2450;231.33;750;1.1;0;20;0;;-196004,196004;1;600,3000,3600;0;0;16,-17,14,-20
e7k2;10.5;14.33;43.6;2100;663;400;0.6;400;0;0;;-97020,97020;1;450,2540,3000;0;0;18,-15,17,-15
e8n2;8.81;10.98;26.5;1381;300;500;0.63;550;0;0;;-127138,101120;1;450,2300,2650;0;0;17,-14.5,16.5,-13
er-2_ach30b_early;16.58;23.08;79.1;9053;3940;551;0.67;300;20;33;0.1,470,1,270;-148000,222000;2;500,2000,2200;0;0;13.5,-10,12.5,-10
er-2_m105_mv3;16.4;21.686;73.156;7236;3500;556;0.68;300;20;33;0.1,470,1,270;-148000,222000;2;450,2700,2850;0;0;13.5,-10,12.5,-10
er-2_m105_tat;16.23;21.65;72.0996;6924;3500;530;0.67;300;20;33;0,397.5,1,270;-217862,230839;2;500,2700,3000;0;0;16,-16,16,-15
er-2_m105r_lu2b;16.23;21.65;72.0996;6924;3500;530;0.67;300;20;33;0,397.5,1,270;-217862,230839;2;500,2700,3000;0;0;16,-16,16,-15
er-2_m105r_tat;16.23;21.65;72.0996;6924;3500;530;0.67;300;20;33;0,397.5,1,270;-217862,230839;2;500,2700,3000;0;0;16,-16,16,-15
etendard_4m;14.35;9.6;28.38;6460;2618;1263;1.35;426;20;90;0.2,1300,0.9,389,1,389;-190000,480000;1;2750,8400,10000;0;0;22,-17,24,-18
f-100a_china;13.533;11.8262;35.7862;9039;2193.5;1361;1.65;447;0;0;;-250010,611500;1;5400,9810,10400;0;0;26,-20,22,-17
f-4c;17;11.7;49.2;13190;7714;1458;2.45;463;0;33;0.1,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;27,-24,30,-25
f-4e;17;11.7;49.2;13990;7714;1458;2.45;463;20;33;0.2,1500,0.33,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;32,-24,33,-25
f-4e_iaf;17;11.7;49.2;13990;7714;1458;2.45;463;20;33;0.2,1500,0.33,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;32,-24,33,-25
f-4ej;17;11.7;49.2;13750;7714;1458;2.45;463;0;33;0.1,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;27,-24,30,-25
f-4ej_kai;17;11.7;49.2;13750;7714;1458;2.45;463;0;33;0.1,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;27,-24,30,-25
f-4f;17;11.7;49.2;14160;7171;1458;2.45;463;20;33;0.2,1500,0.33,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;32,-24,33,-25
f-4f_kws_lv;17;11.7;49.2;14160;7171;1458;2.45;463;20;33;0.2,1500,0.33,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;32,-24,33,-25
f-4j;17;11.7;49.2;13990;7740;1458;2.45;463;0;33;0.2,1625,0.3,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;28,-24,33,-25
f-4jk;17;11.7;49.2;13990;7740;1458;2.45;463;0;33;0.2,1625,0.3,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;28,-24,33,-25
f-4k;17;11.7;49.2;13490;7690;1458;2.45;463;0;33;0.1,625,1,463;-400000,1.105e+06;2;5000,12500,15000;0;0;27,-24,30,-25
f-4m_fgr2;17;11.7;49.2;13430;7690;1458;2.45;463;0;33;0.1,625,1,463;-400000,1.105e+06;2;5000,12500,15000;0;0;27,-24,30,-25
f-4s;17;11.7;49.2;13990;7714;1458;2.45;463;20;33;0.2,1625,0.3,625,1,463;-400000,1.105e+06;2;3000,7650,10000;0;0;32,-24,33,-25
f-80;10.49;11.81;22.08;4160;1275;990;0.9;380;20;33;0.1,560,1,360;-144115,284115;1;2000,11750,12000;227;2.27;16.4,-14,14,-17
f-80a;10.49;11.81;22.08;3980;1275;990;0.85;380;20;33;0.1,560,1,360;-150000,295000;1;2000,11500,12000;0;0;16.4,-14,14,-17
f-82e;11.8872;15.621;37.944;7270;1691.17;854;0.82;314;20;33;0.2,651,0.4,450,0.6,370,0.8,297,1,265;-503965,503965;2;600,3200,3300;90;0.0625;18.5,-15,14,-16
f-84b;11.3;11.2;24.2;4810;1303;1044.75;0.87;320;20;33;0.1,550,1,350;-175000,340000;1;2000,7700,8000;0;0;15,-14,14.5,-11
f-84f;13.23;10.24;30;6545;1700;1187;1.23;417;20;33;0.1,550,1,417;-164500,575500;1;3000,8300,9000;0;0;18,-14,17.5,-11
f-84g;11.3;11.2;24.2;5450;1303;1044.75;0.87;320;20;33;0.1,550,1,350;-175000,370000;1;2000,8000,8500;0;0;15,-14,14.5,-11
f-84g_france;11.3;11.2;24.2;5450;1303;1044.75;0.87;320;20;33;0.1,550,1,350;-175000,370000;1;2000,8000,8500;0;0;15,-14,14.5,-11
f-86_canadair_german;11.42;11.97;28.2;5330;1284.3;1170;1.2;350;20;33;0.1,620.4,1,350.4;-203792,390000;1;3000,7800,10000;0;0;17.1,-14,15,-17
f-86_cl_13b_mk6;11.42;11.32;28.2;5178;1284.3;1170;1.2;350;20;33;0.1,620.4,1,350.4;-203792,390000;1;3000,7800,10000;0;0;17.1,-14,15,-17
f-86a-5;11.42;11.97;26.76;4900;1284.3;1118;1.1;350;20;33;0.1,620.4,1,350.4;-203792,353792;1;3000,7950,10000;0;0;17.8,-14,16.5,-17
f-86e;11.42;11.97;26.76;4940;1284.3;1118;1.1;350;20;33;0.1,620.4,1,350.4;-203792,353792;1;3000,7950,10000;0;0;17.8,-14,16.5,-17
f-86f-2;11.42;11.97;28.2;5570;1284.3;1170;1.2;350;20;33;0.1,620.4,1,350;-203792,390000;1;3000,7950,9000;0;0;17.1,-14,15,-17
f-86f-25;11.42;11.97;28.2;5430;1284.3;1170;1.2;350;20;33;0.1,620.4,1,350;-203792,390000;1;3000,7950,9000;0;0;17.1,-14,15,-17
f-86f-40_japan;11.42;11.97;29.2;5490;1284.3;1170;1.2;350;20;33;0.1,620.4,1,350;-203792,390000;1;3000,7950,9000;0;0;18.9,-14,16,-17
f-86k;12.49;11.917;28.2;6430;1806;1187;1.25;350;20;33;0.1,620.4,1,370;-190000,360000;1;3000,7950,9000;0;0;17.9,-14,16,-17
f-89b;16.3068;17.05;56.318;11780;4597;920;1;379;20;33;0.2,554.4,0.33,447.5,1,379;-255515,621785;2;3200,7910,8140;0;0;16.2,-16.2,14.5,-15.2
f-89d;16.4084;17.05;56.318;12509;5378;920;1;379;20;33;0.2,554.4,0.33,447.5,1,379;-297500,723900;2;4000,8010,8240;0;0;16.2,-16.2,14.5,-15.2
f-8e;16.52;10.8204;34.84;8849;4156;1555;2.1;428;20;0;0.1,1170,0.2,1070,0.3,730,1,583;-312200,666086;1;3650,6400,6520;0;0;23.5,-22.5,17,-20
f-8e_fn;16.52;10.8204;34.84;8980;4156;1555;2.1;428;20;0;0.1,1170,0.2,1070,0.3,730,1,583;-312200,666086;1;3650,6400,6520;0;0;23.5,-22.5,16,-20.5
f1;16.55;7.88;21.18;6540;2982;1365;1.85;485;0;33;0.2,735,0.33,556,1,450;-213500,510500;2;5200,13600,14100;0;0;32,-24,29.5,-22
f11f_1_late;13.49;9.65;23.22;6520;3016;1458;1.6;447;0;0;0.2,720,1,500;-180000,460000;1;3600,8300,8800;0;0;24,-20,22,-17
f13t_2s;8.5;9.5;17;1200;300;1000;1;320;0;0;0.1,410.4,0.5,350,1,280;-120000,160000;2;400,2500,3197.99;0;0;18.1,-13,16,-14.5
f1m2;9.5;11;28.6;1962.7;350;550;0.45;450;20;33;0.1,370,1,240;-69335,124800;1;400,2600,2900;0;0;16.5,-12.9,16,-15
f2a-1;7.833;10.67;19.4074;2080;430;761;0.8;720;20;33;0.1,460,1,260;-70119,144000;1;400,2200,2450;0;0;16.5,-16.3,18,-14
f2a-3;7.833;10.67;19.4074;2680;430;761;0.8;720;20;33;0.1,460,1,260;-70119,190119;1;400,2500,2600;0;0;17.5,-16.3,17.5,-14
f2g-1;10.31;12.49;29.172;4981;836;885;0.82;720;20;60;0.2,382,0.33,324,1,248;-106792,300352;1;1200,2700,3060;0;0;18,-12,16.5,-18.5
f2h-2;12.4;12.6;27.3;5620;3475;994;0.91;342;20;33;0.1,525,1,325;-164115,390000;2;5000,12500,14000;0;0;17,-16,15,-17
f3d_1;13.84;15.23;37.36;7290;3674;932;0.91;314;20;33;0.1,460,1,314;-225000,450000;2;5000,12500,14000;0;0;18.5,-16,19,-17
f3f-2;7.09;13.22;24.14;1595;366;810;0.75;320;0;0;;-61803,141632;1;500,2200,2520;0;0;20,-16,20,-16
f3h-2;17.95;10.77;48.2;9840;4440;1360;1.65;463;20;33;0.2,1500,0.25,833,1,370;-355000,790000;1;3000,6100,7500;0;0;24,-22,28,-25
f4d-1;13.9;10.2;48;7130;1887;1283;1.55;407;20;0;0.1,2550,1,2320;-150000,380000;1;3600,6050,6520;0;0;24,-21,28,-22
f4f-3;8.8138;11.582;24.15;2875;381.5;826;0.75;320;20;33;0.1,420,1,420.4;-80000,222969;1;400,2700,2950;0;0;17,-12.5,16,-15
f4f-4;8.8138;11.582;24.15;3020.5;381.5;826;0.75;320;20;33;0.1,420,1,420.4;-80000,222969;1;400,2700,2950;0;0;17,-12.5,16,-15
f4f-4_martlet_mk4;8.712;11.582;24.15;3020.5;381.5;826;0.7;320;20;33;0.1,420,1,420.4;-80000,222969;1;400,2500,2850;0;0;17,-12.5,16,-15
f4u-1a;10.26;12.49;29.172;4538;975;885;0.82;730;20;33;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2700,3060;39;0.076;18,-12,15.8,-18.5
f4u-1a_usmc;10.26;12.49;29.172;4506;975;885;0.82;730;20;33;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2700,3060;39;0.076;18,-12,15.8,-18.5
f4u-1c;10.26;12.49;29.172;4696;645;885;0.82;730;20;33;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2700,3060;39;0.076;18,-12,15.8,-18.5
f4u-1d;10.26;12.49;29.172;4580;645;885;0.82;730;20;33;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2700,3060;39;0.076;18,-12,15.8,-18.5
f4u-4;10.33;12.49;29.172;4697;636;885;0.82;730;20;60;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2799,3120;45;0.0625;18,-12,16.5,-18.5
f4u-4b;10.33;12.49;29.172;4785;636;885;0.82;730;20;60;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2799,3120;45;0.0625;18,-12,16.5,-18.5
f4u-6_au-1;10.52;12.49;29.172;4993;636;885;0.82;730;20;60;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2799,3120;45;0.0625;18,-12,16.5,-18.5
f4u-7;10.52;12.49;29.172;4961;636;885;0.82;730;20;60;0.2,388,0.33,330,1,253;-106792,300352;1;1200,2799,3120;45;0.0625;18,-12,16.5,-18.5
f6f-3;10.312;13.056;31.029;4475.22;662;839;0.85;450;20;33;0.1,520.4,1,320.4;-180000,280000;1;600,2700,3000;150;0.187447;16.5,-16,16,-13.9
f6f-5;10.312;13.056;31.029;4648;681.301;803;0.81;375;20;33;0.1,510,1,310;-132050,330100;1;600,2701,3060;54;0.074;15.8,-12,15.3,-13
f6f-5_france;10.312;13.056;31.029;4648;681.3;803;0.81;375;20;33;0.1,510,1,310;-132050,330100;1;600,2701,3060;54;0.074;15.8,-12,15.3,-13
f6f-5n;10.312;13.056;30.9217;4780;681.301;803;0.81;375;20;33;0.1,510,1,310;-132050,330100;1;600,2701,3060;54;0.074;15.8,-12,15.3,-13
f6f-5n_france;10.312;13.056;30.9217;4780;681.301;803;0.81;375;20;33;0.1,510,1,310;-132050,330100;1;600,2701,3060;54;0.074;15.8,-12,15.3,-13
f7f1;13.6271;15.6972;42.2708;8106;1143;835.14;0.82;463;20;33;0.1,477.8,1,277.8;-381213,476516;2;650,2800,3120;121;0.087;16,-17,15.3,-14.45
f7f3;13.6271;15.6972;42.2708;8266;1236;835.14;0.82;463;20;33;0.1,477.8,1,277.8;-381213,476516;2;650,2800,3120;121;0.087;16,-17,15.3,-14.45
f8f1;8.382;10.82;24.668;3640;505;827;0.79;340;20;33;0.1,640,1,427;-113076,220000;1;600,2801,3100;54.5;0.05;16.1,-14,12.2,-18.5
f8f1b;8.382;10.82;24.668;3735;504.2;827;0.79;340;20;33;0.1,640,1,427;-113076,220000;1;600,2801,3100;54.5;0.05;16.1,-14,12.2,-18.5
f8f1b_france;8.382;10.82;24.668;3735;504.2;827;0.79;340;20;33;0.1,640,1,427;-113076,220000;1;600,2801,3100;54.5;0.05;16.1,-14,12.2,-18.5
f8u-2;16.52;10.8204;34.84;8235;3926;1555;2.1;428;20;0;0.1,1170,0.2,1070,0.3,730,1,583;-291000,580500;1;3650,6400,6520;0;0;23.5,-22.5,17,-20
f9f-2;11.46;11.58;23.2258;4650;2723;1000;0.94;400;20;33;0.1,607,1,310;-144115,344115;1;5000,12300,16000;85;2;17,-14,16,-17
f9f-5;11.46;11.58;23.2258;5040;2957;1000;0.94;410;20;33;0.1,607,1,380;-144115,344115;1;5000,11000,14000;85;1.54;17,-14,16,-17
f9f-8;12.73;10.52;31.26;5900;3018;1127;1.1;410;0;0;0.1,620,1,410;-220000,410000;1;5000,11000,14000;0;0;19.5,-14,17,-17
f_100d;13.533;11.8262;37.18;9551;3501;1361;1.65;447;20;33;0.2,620.4,1,435;-281800,688500;1;5400,9810,10400;0;0;26,-20,22,-17
f_100f;15.8;11.8262;37.18;10650;3501;1361;1.65;447;20;33;0.2,620.4,1,435;-281800,688500;1;5400,9810,10400;0;0;26,-20,22,-17
f_104a;16.7;6.69;17.28;5987;2677;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-180000,370000;1;4900,7510,10000;0;0;16,-15,20,-19
f_104c;16.7;6.69;17.28;6110;2639;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-200000,390000;1;4900,7510,10000;0;0;16,-15,20,-19
f_104g;16.7;6.69;17.28;6427;2642;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-200000,420000;1;4900,7510,10000;0;0;16,-15,20,-19
f_104g_italy;16.7;6.69;17.28;6427;2642;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-200000,420000;1;4900,7510,10000;0;0;16,-15,20,-19
f_104j;16.7;6.69;17.28;6357;2642;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-200000,390000;1;4900,7510,10000;0;0;16,-15,20,-19
f_104s;16.7;6.69;17.28;6725;2948;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-220000,450000;1;4900,7650,10000;0;0;16,-15,20,-19
f_104s_asa;16.7;6.69;17.28;6725;2948;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-220000,450000;1;4900,7650,10000;0;0;16,-15,20,-19
f_104s_cb;16.7;6.69;17.28;6725;2948;1555;2.3;546;0;33;0.2,2350,0.32,833,1,444;-220000,450000;1;4900,7650,10000;0;0;16,-15,20,-19
f_105d;19.6;10.63;36;12550;3420;1575;2.3;546;20;33;0.2,2350,0.32,833,1,490;-370000,900000;1;4900,8940,10000;0;0;25,-20,24,-20
f_111a;22.2;0,19.2,0.5,15.9,1,9.7;0,52,0.5,50,1,48;20900;18528;0,808,0.5,1347,1,1617;0,0.9,0.5,2,1,2.45;611;20;60;0.2,800,0.33,611,1,555;0,-800000,1.73e+06,0.5,-820000,1.75e+06,1,-820000,1.75e+06;2;6500,14200,15500;0;0;0,21.5,-15,20.5,-20,0.5,21.5,-18,20.5,-16,1,22,-20,23,-20
f_111c;22.2;0,21.4,0.5,17,1,10.4;0,64,0.5,54,1,51;21500;22228;0,808,0.5,1347,1,1617;0,0.9,0.5,2,1,2.45;611;20;60;0.2,800,0.33,611,1,555;0,-800000,1.73e+06,0.5,-820000,1.75e+06,1,-820000,1.75e+06;2;6500,14200,15500;0;0;0,21.5,-15,20.5,-20,0.5,21.5,-18,20.5,-16,1,22,-20,23,-20
f_111f;22.2;0,19.2,0.5,15.9,1,9.7;0,52,0.5,50,1,48;21863;18528;0,808,0.5,1347,1,1617;0,0.9,0.5,2,1,2.45;611;20;60;0.2,800,0.33,611,1,555;0,-800000,1.73e+06,0.5,-820000,1.75e+06,1,-820000,1.75e+06;2;6500,14200,15500;0;0;0,21.5,-15,20.5,-20,0.5,21.5,-18,20.5,-16,1,22,-20,23,-20
f_14a_early;16.7;0,19,0.5,15.5,1,11.8;0,52,0.5,52,1,52;18350;9076;0,1021,0.5,1360,1,1555;0,0.96,0.5,2,1,2.25;518;20;40;0.2,1200,0.33,926,1,416;0,-600000,1.3e+06,0.5,-600000,1.4e+06,1,-600000,1.4e+06;2;6500,14800,15500;0;0;0,26.5,-18,28.5,-20,0.5,28.5,-25,29.5,-26,1,30,-27,31,-26
f_14a_iriaf;16.7;0,19,0.5,15.5,1,11.8;0,52,0.5,52,1,52;18350;9076;0,1021,0.5,1360,1,1555;0,0.96,0.5,2,1,2.25;518;20;40;0.2,1200,0.33,926,1,416;0,-600000,1.3e+06,0.5,-600000,1.4e+06,1,-600000,1.4e+06;2;6500,14800,15500;0;0;0,26.5,-18,28.5,-20,0.5,28.5,-25,29.5,-26,1,30,-27,31,-26
f_14b;16.7;0,19,0.5,15.5,1,11.8;0,52,0.5,52,1,52;19400;9076;0,1021,0.5,1360,1,1555;0,0.96,0.5,2,1,2.4;518;20;40;0.2,1200,0.33,926,1,416;0,-600000,1.3e+06,0.5,-600000,1.4e+06,1,-600000,1.4e+06;2;6500,14675,15500;0;0;0,26.5,-18,28.5,-20,0.5,28.5,-25,29.5,-26,1,30,-27,31,-26
f_15a;19.4;13.06;56.46;12380;10590;1629;2.4;700;0;90;0.2,1018,1,481;-390000,1.12e+06;2;8500,12960,15500;0;0;30,-20,29,-22
f_15c_baz_msip;19.4;13.06;56.46;13470;15795;1629;2.4;700;0;90;0.2,1018,1,481;-400000,1.19e+06;2;8500,12960,15500;0;0;30,-20,29,-22
f_15c_msip2;19.4;13.06;56.46;13470;15795;1629;2.4;700;0;90;0.2,1018,1,481;-400000,1.19e+06;2;8500,12960,15500;0;0;30,-20,29,-22
f_15j;19.4;13.06;56.46;12820;11478;1629;2.4;700;0;90;0.2,1018,1,481;-390000,1.12e+06;2;8500,12960,15500;0;0;30,-20,29,-22
f_15j_kai;19.4;13.06;56.46;13030;11479;1629;2.4;700;0;90;0.2,1018,1,481;-400000,1.19e+06;2;8500,12960,15500;0;0;30,-20,29,-22
f_16a_block_10;15.1;9.44;27.9;7570;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16a_block_15_adf;15.1;9.44;27.9;7850;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16a_block_15_adf_italy;15.1;9.44;27.9;7850;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16a_block_15_belgium;15.1;9.44;27.9;7850;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16a_block_20_mlu;15.1;9.44;27.9;7870;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16aj;15.1;9.44;27.9;7570;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16am_block_15_mlu_belgium;15.1;9.44;27.9;7850;6398;1555;2.2;482;0;99;0.2,1018,1,463;-370000,740000;1;8500,13100,15500;0;0;29,-20,29,-20
f_16c_block_40_barak_2;15.1;9.44;27.9;8860;6335;1555;2.2;482;0;99;0.2,1018,1,463;-400000,770000;1;6500,14675,15500;0;0;29,-20,29,-20
f_16c_block_50;15.1;9.44;27.9;9031;6398;1555;2.2;482;0;99;0.2,1018,1,463;-400000,770000;1;6500,15050,15500;0;0;29,-20,29,-20
f_16d_block_40_barak_2;15.1;9.44;27.9;9018;5936;1555;2.2;482;0;99;0.2,1018,1,463;-400000,770000;1;6500,14675,15500;0;0;29,-20,29,-20
f_20a;14.4;8.14;18.6;5965;3427;1458;1.75;482;20;99;0.2,1296,1,463;-250000,480000;1;8500,13350,15000;0;0;27,-24,28,-24
f_222_2;21.572;36;186;10800;4467;450;0.75;450;0;0;;-220725,441450;4;600,2400,2600;0;0;20,-18,19,-18
f_47n_25_re_china;10.617;12.954;29.98;5426.42;1516;950;0.95;450;20;33;0.1,520.4,1,300;-330281,440375;1;600,2800,3100;113.56;0.1577;17,-13.4,16,-12.2
f_5a;14.48;7.67;15.9;4180;3099;1458;1.75;444;20;99;0.2,926,1,555;-160000,340000;2;5500,16500,17500;0;0;23.5,-20,20,-19
f_5c_turkey;14.48;7.67;15.9;4180;1719;1458;1.75;444;20;99;0.2,926,1,555;-160000,340000;2;5500,16500,17500;0;0;23.5,-20,20,-19
f_5e;14.68;8.14;17.28;4830;3375;1458;1.75;482;20;99;0.2,1203,1,463;-180000,390000;2;5500,16500,17500;0;0;22,-20,20,-19
f_5e_aidc;14.68;8.14;17.28;4830;3375;1458;1.75;482;20;99;0.2,1203,1,463;-180000,390000;2;5500,16500,17500;0;0;22,-20,20,-19
f_5e_fcu_thailand;14.68;8.14;17.28;4830;3375;1458;1.75;482;20;99;0.2,1203,1,463;-180000,390000;2;5500,16500,17500;0;0;22,-20,20,-19
fairey_3f_mk3b;10.5;19.94;40.8;1749;363;400;0.6;400;20;33;0.1,520.4,1,320.4;-97020,97020;1;450,2350,2800;0;0;18,-15,17,-15
fau-1;7.75;5.7;8.4;1560;600;800;1.1;0;20;33;;-185740,185740;1;700,3480,5040;0;0;15,-10,15,-10
fc_20_bis;12.18;16;35.96;5358;870;720;0.78;280;0;33;0.1,425,0.3,320,1,260;-161609,290896;2;600,2520,3000;0;0;17,-12,15.8,-18.5
ffa_p16;14.33;11.15;30;7037;1850;1212;1;450;20;33;0.1,550,1,400;-280000,486717;1;2500,8000,9000;0;0;17.1,-14,16.5,-17
ffvs_j22_a;7.8;10;16;2325;282;670;0.77;270;20;33;0.1,520.4,1,225;-85201,113601;1;450,2700,2850;0;0;17.5,-12,14,-12
ffvs_j22_b;7.8;10;16;2385;282;670;0.77;270;20;33;0.1,520.4,1,225;-85201,113601;1;450,2700,2850;0;0;17.5,-12,14,-12
fiat_cr42;8.257;11.22;22.4;1837;305;578;0.7;580;0;0;;-64746,151074;1;600,2520,3000;0;0;19,-15,19,-15
fiat_cr42_j11;8.257;11.22;22.4;1837;305;578;0.7;580;0;0;;-64746,151074;1;600,2520,3000;0;0;19,-15,19,-15
fiat_g50_seria2;8.03;10.99;17;1937.5;265;870;0.81;300;20;33;0.1,600,0.5,340,1,260;-71000,165000;1;600,2520,3000;0;0;17,-12,15,-19
fiat_g50_seria7as;8.03;10.99;17;2067;301.7;870;0.81;300;20;33;0.1,600,0.5,340,1,260;-71000,165000;1;600,2520,3000;0;0;17,-12,15,-19
fiat_g91_ps;10.415;8.558;16.38;3340;1256;1011;0.97;345;20;33;0.1,620.4,1,345;-118180,250000;1;3500,9900,10000;0;0;21,-14,18,-17
fiat_g91_r1;10.415;8.558;16.38;3337;1256;1128;0.97;345;20;33;0.1,620.4,1,345;-118180,250000;1;3500,10120,14000;0;0;21,-14,18,-17
fiat_g91_r3;10.415;8.558;16.38;3477;1256;1128;0.97;345;20;33;0.1,620.4,1,345;-118180,250000;1;3500,10120,14000;0;0;21,-14,18,-17
